Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
ILF2	7750	8511	7796	8217	8034	9651
LOC101059915	0	0	1	0	0	0
BOK	530	769	587	608	700	624
BOC	26	13	11	16	22	24
DENND2C	16	3	6	10	11	10
DENND2A	17	26	23	15	30	33
MIR1-1	0	0	0	0	0	0
DENND2D	10	1	0	4	3	1
GAGE1	0	1	0	0	0	0
PPT1	7074	6959	6952	7874	7589	8457
PPT2	38	31	37	33	46	52
INPP4B	434	425	419	472	467	503
INPP4A	651	596	576	747	771	747
SAFB	5740	5264	5242	6013	5398	6550
TRNP1	323	322	415	332	381	452
UBOX5-AS1	0	1	0	6	1	1
CRAT8	0	0	0	0	0	0
PPP1R26	1112	1351	1057	1451	1624	1381
PPP1R27	5	26	18	8	6	9
PPP1R21	318	443	331	430	545	407
NGLY1	1192	1395	1176	1300	1636	1396
LMX1A	0	0	0	0	0	0
ZCCHC24	580	482	379	638	779	606
LMX1B	0	0	0	4	0	0
OR6V1	0	0	0	0	0	0
ETV3L	0	0	0	1	0	0
KCP	8	24	9	12	17	27
CNR1	0	1	1	0	0	0
GBX2	86	91	74	106	108	109
GBX1	0	0	0	1	4	0
CNR2	0	0	0	0	0	0
GNL3L	3127	3787	3294	3591	4286	3923
JARID2-AS1	2	3	3	1	0	9
RABEP2	554	550	482	502	527	593
OTULIN	2739	2762	2648	3259	3553	3246
LOC101927636	1	2	0	0	0	1
TGS1	1435	1401	1287	1303	1552	1613
ANKS1B	1	1	2	10	2	1
ANKS1A	879	716	850	967	1093	1085
BMT2	279	286	191	357	351	344
CDIPT-AS1	5	8	12	19	7	14
MIR1972-2	0	0	4	0	0	0
MIR1972-1	0	0	0	0	0	0
ADAM10	2574	2491	2504	2816	3056	2968
ADAM11	92	53	59	101	79	85
ADAM12	70	65	74	97	94	151
ADAM15	5861	5836	4830	6373	6463	6499
ADAM17	2369	2497	2203	2715	3053	2890
ADAM18	0	0	0	0	0	0
ADAM19	1	3	2	11	1	2
MEPE	0	0	0	0	0	0
HAGH	1272	1438	1263	1388	1498	1661
GLYAT	0	1	1	2	3	5
OPALIN	0	0	0	0	0	0
NEPRO	2592	3033	2767	3057	3096	3297
U2AF1L4	61	56	78	73	91	79
U2AF1L5	45	26	38	45	57	30
NDEL1	1896	1798	1943	1960	2121	2038
MIR7851	0	0	0	0	0	0
MIR7850	0	0	0	0	0	0
MIR7853	0	0	0	0	0	0
MIR7852	0	0	0	0	0	0
MIR7855	9	18	20	23	14	6
SHANK2	6	2	6	5	3	6
SHANK1	0	0	0	0	0	0
MIR7856	0	0	0	0	0	0
PLAC8L1	46	37	32	49	21	65
PCSK9	303	178	225	291	262	347
LINC02210-CRHR1	0	0	0	0	0	0
LOC105377671	0	0	0	0	0	0
PCSK2	0	0	4	0	0	0
PCSK1	6548	6342	5812	7302	8565	7047
PCSK6	14	8	10	17	8	29
PCSK7	333	368	396	503	439	464
PCSK4	33	19	26	55	32	44
PCSK5	0	0	2	2	0	4
SP140L	273	305	330	341	351	327
TC2N	88	68	41	56	83	75
PLTP	354	306	246	399	416	403
FKBP9P1	17	3	13	4	4	10
DPYSL4	11	6	3	21	31	12
MIR6812	0	0	1	0	0	0
MIR6813	0	0	0	0	0	0
MIR6810	0	0	0	0	2	0
MIR6811	0	0	0	0	0	0
MIR6816	0	0	0	0	0	0
SETBP1	365	260	306	471	423	300
MIR6814	0	0	0	0	0	0
MIR6815	0	0	0	0	0	0
SAMSN1	1	0	1	0	0	1
MIR6818	0	0	0	0	0	0
MIR6819	1	0	0	0	0	2
LOC105376108	0	0	0	0	0	0
FAM151B	11	37	30	28	39	22
FAM151A	0	2	0	0	0	0
TAAR3P	0	0	0	0	0	0
SNORD91B	0	0	0	0	0	0
SNORD91A	5	1	1	1	2	6
PAXIP1	1275	1150	1297	1664	1531	1469
LDLRAD4-AS1	0	0	0	0	0	0
RPL13AP6	0	0	2	0	2	0
RPL13AP5	388	322	265	311	313	384
RPL13AP3	0	0	0	0	0	0
USE1	771	888	838	912	730	1085
CNRIP1	91	119	81	122	84	100
CYP1B1-AS1	30	30	33	58	49	54
CDC34	3177	3254	2758	3353	3036	3871
OR2T34	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0
OR2T33	0	0	0	0	1	0
PROSER2-AS1	18	21	16	24	21	16
SPIN2A	0	0	0	0	1	1
SPIN2B	199	171	172	183	162	229
PGLS	1252	1620	1462	1531	1334	1834
LINC01195	0	0	0	0	0	0
LINC01197	0	0	0	0	0	0
LINC01191	12	14	15	7	13	15
LINC01192	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0
WDR7	503	445	492	587	611	534
CCNA2	2213	2299	2232	2564	2805	2552
DIAPH2	742	894	709	925	1072	980
VPS25	1607	1500	1457	1689	1637	1969
DYNC1I1	0	0	0	0	0	0
VPS28	1185	1268	1128	1069	1295	1519
VPS29	3714	4138	3417	3763	3934	4673
SKA1	278	246	241	265	351	271
SKA3	859	775	686	880	740	910
SKA2	1944	2024	1926	2177	1976	2274
GRID2IP	1	0	1	0	0	0
PCDH20	0	0	0	0	0	0
C6orf89	1709	1782	1591	1841	2174	1892
PPP1R13B	578	452	585	715	757	634
PPP1R13L	3975	3457	3685	4811	4391	4449
LOC100128239	0	0	0	0	0	0
LOC105373343	0	0	0	0	0	0
LOC100128233	0	0	0	0	0	0
WNT10A	0	13	0	1	4	1
WNT10B	773	954	623	936	1228	872
MIR147A	0	0	0	0	0	0
MIR147B	40	41	48	23	39	58
MIR1471	0	0	0	0	0	0
MIR1470	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0
LPP-AS1	0	0	0	0	0	0
LPP-AS2	22	26	36	25	46	38
LOC102724684	0	0	0	0	0	0
TM4SF18	1	0	0	1	0	1
TM4SF19	125	120	117	130	138	156
POU3F3	1152	1252	1108	1527	1713	1304
NEUROG1	0	0	0	0	0	0
TMEM35B	0	2	0	0	0	0
TMEM35A	1	0	0	0	0	0
POU3F1	8	3	12	18	1	30
LAMB1	13895	13496	13221	15481	15916	16851
LAMB2	6035	6060	5327	6794	6637	7789
CYSLTR2	1	0	0	1	0	0
LAMB4	0	0	0	0	0	0
ATP7B	27	14	17	18	49	63
MPHOSPH9	2265	2187	2298	2670	3065	2635
MPHOSPH8	931	912	1074	960	996	1192
POU3F4	0	0	0	0	0	0
MPHOSPH6	697	724	519	617	645	775
MIR936	5	3	4	1	10	1
ASTN2	23	37	24	34	61	42
MIR934	0	0	0	0	0	0
MIR935	6	2	0	0	5	0
MIR933	1	2	0	0	0	0
MIR5583-2	0	0	0	0	0	0
MIR5583-1	0	0	0	0	0	0
MIR938	0	0	0	0	0	0
MGA	5339	3884	4420	6071	6803	5375
LOC729159	0	0	0	0	0	0
MGP	16	11	32	12	21	24
HS3ST3B1	135	79	122	205	144	158
ADSS	2687	2948	2839	2953	2991	3372
SIRPG-AS1	0	0	0	0	0	0
SAMD4A	1236	989	1028	1223	1213	1208
ADSL	113	80	79	121	127	120
SAMD4B	1460	1437	1187	1804	1902	1665
GAS2L1	669	627	543	768	762	777
GAS2L3	1078	949	868	1035	1086	1113
GAS2L2	9	1	0	5	11	8
FAM53C	4683	3677	4291	4704	4737	5007
MIR4433B	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0
HN1L	5510	5661	4993	5481	6600	6532
ZW10	1155	1199	1246	1209	1273	1531
RSRC1	887	885	864	989	1046	1083
RSRC2	5997	5655	6221	6130	6290	7208
CPN2	0	0	0	0	1	0
CPN1	0	0	0	0	0	0
TP73-AS1	432	392	414	473	600	438
PYY2	6	16	20	1	4	5
CDADC1	266	238	287	286	262	347
NLGN2	1021	923	874	1019	1087	1000
NLGN3	89	83	25	79	75	71
ARHGAP45	3528	3537	3117	4043	4338	4139
ARHGAP44	151	139	143	146	169	162
ZNF733P	0	0	0	0	0	0
CASQ1	0	0	0	2	5	2
ARHGAP40	29	43	40	45	51	83
CASQ2	0	0	0	0	0	0
NUP107	3160	3393	3173	3460	3517	3935
PCBP1-AS1	803	837	733	904	1083	954
AGAP12P	36	43	39	33	65	33
TNNT1	96	52	72	71	69	75
CDC42EP3	1725	1652	1738	1982	1882	2386
CDC42EP2	0	0	4	0	0	1
CDC42EP1	3551	3463	3288	4347	3943	4264
CDC42EP5	0	2	0	0	0	0
CDC42EP4	2268	2113	2153	2474	2492	2715
HEIH	111	162	104	135	112	166
GPRC6A	0	1	0	0	0	0
TBKBP1	14	14	25	29	36	13
RAB36	17	13	8	14	19	14
ABI2	1631	1654	1478	1866	2209	1989
ABI3	0	0	1	0	0	0
ABI1	2098	2032	2047	2190	2385	2529
LINC00706	0	0	0	0	1	0
TESC	76	86	68	72	72	114
OTP	1	0	0	0	0	0
PITPNC1	8713	9569	7950	9523	10189	10412
KRT39	1	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT34	10	4	0	7	0	1
KRT37	0	0	0	0	0	0
KRT36	0	0	0	0	0	0
IL21	0	0	0	0	0	0
IL20	32	24	59	61	42	36
IL22	0	0	0	0	0	0
IL25	0	0	0	0	0	0
IL24	0	10	9	5	9	7
IL27	0	0	0	0	0	0
IL26	0	0	0	0	0	0
TIMP1	8408	8271	8080	8523	8229	10457
CLINT1	8990	8863	9125	9377	8827	11204
DMAP1	1554	1782	1633	1658	1773	1974
AHRR	30	24	14	39	51	11
ADCY4	1	0	2	0	0	0
ADCY5	16	4	11	3	16	15
ADCY6	1269	1303	1047	1513	1767	1492
ADCY7	479	490	410	620	677	585
ADCY1	0	0	1	11	0	4
ADCY2	0	0	0	0	0	0
ADCY3	1177	1014	946	1197	1388	1191
ADCY8	0	0	0	0	0	0
ADCY9	2471	2098	2275	2818	3145	2683
NUCKS1	11175	12346	11076	12732	14658	13559
DDI2	1748	1525	1630	2044	2135	1987
DDI1	0	0	0	0	0	0
XRCC1	604	601	569	652	706	756
HOXB-AS3	5	12	7	14	18	17
XRCC3	746	783	544	785	856	675
XRCC2	1314	1227	1135	1551	1732	1458
XRCC5	15957	15329	15641	17131	17986	18995
XRCC4	454	413	334	393	479	490
XRCC6	14793	14553	13926	15924	15865	17564
MEIS3	132	133	128	121	144	145
MEIS2	790	652	748	800	879	1041
MEIS1	385	316	388	368	368	412
PCDHAC2	58	50	42	79	79	61
PCDHAC1	297	244	187	366	404	292
CTLA4	0	0	0	0	0	0
ESPNL	45	61	53	104	140	89
HLA-DPA1	0	0	0	0	0	0
USP32P2	4	0	3	9	2	7
RSL1D1	19483	21430	20332	20992	22327	24265
DDX60	175	204	177	233	305	183
ATE1-AS1	0	0	0	0	0	0
LMO7DN-IT1	0	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0
H2AFY2	4	0	8	6	18	10
ADCY10	9	6	1	4	4	12
OPN1MW	0	0	0	0	0	0
KCNA7	0	0	0	0	0	0
KCNA4	0	0	0	0	0	0
KCNA5	0	0	0	0	0	0
MFSD4B	281	374	241	335	447	335
KCNA3	0	0	0	0	0	0
KCNA1	0	0	0	0	0	0
LOC101928525	4	2	0	1	0	0
OPTN	2751	3398	3103	3343	3246	3986
BHMT	0	0	0	0	0	0
OPTC	0	0	0	0	0	0
FTL	42846	47155	43645	41582	39783	55747
MCCC1	948	980	1053	970	895	1133
ACACA	2392	1746	2370	2823	2850	2704
ACACB	354	319	221	367	459	422
TNK1	248	302	233	307	328	264
PLA2G2A	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0
PLA2G2E	0	0	0	0	1	0
PLA2G2D	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
OR8J2	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0
CYFIP1	4778	4285	4331	5319	5175	5352
CYFIP2	26	47	20	20	46	18
GUSBP5	1	0	1	0	1	0
GUSBP1	685	646	612	754	628	702
GUSBP3	0	0	0	0	0	0
GUSBP2	28	30	26	70	58	58
KRTAP29-1	0	0	0	0	0	0
LHPP	259	341	214	276	271	274
NUP188	6814	5803	6532	7492	7320	8062
GLT8D2	682	775	807	764	840	918
GLT8D1	699	727	678	758	772	777
OR2C3	0	0	0	0	0	0
LOC101929698	0	0	0	0	0	0
OR2C1	0	0	0	0	0	0
CTD-3080P12.3	0	0	2	0	0	0
OR51A2	0	0	0	0	0	0
REG1A	0	0	0	0	0	0
REG1B	0	0	0	0	0	0
MRGPRD	0	0	0	0	2	0
MRGPRE	0	0	0	0	1	0
MRGPRF	0	0	0	0	3	1
MRGPRG	0	0	0	0	0	0
HES1	581	436	483	596	588	549
TTC39A	11	32	21	49	28	51
BPNT1	1287	1425	1400	1544	1309	1765
LINC00456	0	0	0	1	0	0
ABHD14A-ACY1	0	0	0	0	0	0
LINC00457	0	0	0	0	0	0
RNU7-1	0	0	0	0	0	0
LOC101929341	0	0	0	0	0	0
LOC101929340	3	1	12	16	6	19
BCL9	447	466	497	537	550	578
BCL6	1067	889	1038	1147	1050	1166
BCL2	706	595	652	842	908	850
NPEPL1	329	408	272	364	336	314
CLMN	153	131	132	227	214	135
CLMP	1955	2094	1918	2296	2557	2260
MTM1	488	544	599	552	602	630
CSNK1G2	5328	5210	4672	6015	6165	6202
CSNK1G3	2834	2672	2813	3135	3081	3338
CSNK1G1	1250	1036	1235	1369	1486	1490
ALOX12-AS1	83	88	62	62	139	108
SERPINB1	6137	6896	5759	6458	7722	7460
SERPINB3	1	1	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB5	158	102	156	186	188	193
SERPINB4	0	0	0	0	0	2
SERPINB7	1	0	0	0	0	0
SERPINB6	8393	9094	8333	9104	9645	10958
FAM76B	1066	1055	1012	1217	1231	1297
FAM76A	211	241	227	191	244	273
EXD3	156	156	72	128	173	154
EXD2	568	646	442	601	706	651
EXD1	1	8	1	0	0	6
ELP6	1464	1478	1430	1625	1510	1762
ELP5	1507	1645	1647	1625	1644	1997
ELP4	291	279	229	253	261	343
ELP3	1571	1511	1367	1717	1640	1618
ELP2	2686	2871	2560	2811	3181	3110
SPRYD3	1030	1111	954	1027	1527	1254
SPRYD4	147	146	136	134	186	207
KLHDC9	1	0	0	0	2	0
NEMP1	3249	2857	3100	3884	3944	3651
KLHDC2	1436	1585	1603	1710	1661	1912
KLHDC3	2206	2295	1990	2398	2497	2665
KLHDC1	0	0	1	0	5	9
ASXL1	7960	6895	7340	9151	9596	9464
TRIM51	0	0	0	0	0	0
ASXL3	0	0	0	0	0	0
ASXL2	5825	4345	5008	6637	7219	6566
OR51H1	0	0	0	0	0	0
HDDC3	64	86	39	53	73	82
ZNF252P-AS1	2	2	4	0	0	1
DONSON	1624	1727	1710	1573	1720	1863
SPATA13	178	193	202	186	276	228
SPATA12	13	7	5	1	9	15
SPATA17	20	19	15	18	11	49
SPATA16	0	0	0	0	0	0
COL18A1-AS2	0	0	0	0	0	0
SPATA19	0	0	0	0	0	0
SPATA18	0	0	0	0	0	0
VCP	16815	17643	16694	18696	17277	21493
TRIM53AP	0	0	0	0	0	0
HLA-J	0	0	0	0	0	1
RINL	5	12	1	13	19	7
HFE	236	262	222	334	298	286
GPR146	21	11	6	24	35	13
LOC154449	0	0	0	0	0	0
ZNF213	501	603	478	473	614	505
GPR142	0	0	0	0	0	0
GPR143	26	39	20	30	23	44
SLC7A9	0	4	1	0	0	1
GPR148	0	0	0	0	0	0
GPR149	0	0	0	0	0	0
HLA-C	0	0	0	2	2	3
LOC105376805	22	32	23	36	33	40
KNL1	2159	1651	2209	2483	2458	2453
TRAK2	4422	3487	3799	4831	4560	4574
LOC728175	0	0	1	0	0	0
CITED1	0	1	0	0	1	0
SLC7A4	0	0	0	1	0	0
CITED4	3223	3324	3074	3601	3487	3989
DAGLA	171	194	130	258	278	167
DAGLB	734	713	757	756	783	932
SLC7A2	21449	18491	19959	24662	23832	25561
SLC7A3	0	0	0	0	0	0
PHF21B	0	0	0	0	1	0
CSNK1A1L	0	0	0	0	0	1
HIRA	236	274	201	248	243	269
RIN1	538	527	406	582	666	576
RIN3	130	241	183	221	227	176
RIN2	512	606	551	702	774	630
WWOX	103	89	81	107	93	89
MIR6793	0	0	2	0	0	0
LNX1-AS1	0	0	0	0	0	0
RIPK1	989	915	947	1150	1100	1078
RIPK3	0	0	0	0	0	0
RIPK2	2342	2465	2257	2550	2676	3068
PDCL	1142	1054	1121	1131	1246	1327
IGFBP7-AS1	11	0	4	3	1	8
SRCIN1	132	120	101	136	126	122
LOC339666	3	6	4	0	1	1
PRAMEF4	0	0	0	0	0	0
CRABP1	0	0	0	0	0	0
CRABP2	791	631	689	820	670	846
C7orf73	881	996	974	1074	1107	1219
C7orf72	0	0	0	0	0	0
LOC102467222	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0
ZNF419	239	245	211	251	276	283
ZNF418	0	0	0	0	0	0
ZNF417	113	171	92	171	218	130
ZNF416	133	144	162	154	173	181
ZNF415	0	0	0	0	0	0
ZNF414	559	618	589	674	697	776
ZNF410	3	9	1	13	12	12
GLIPR2	227	288	148	260	242	283
GLIPR1	75	59	89	139	155	88
LOC101927870	0	0	0	0	0	0
SSSCA1	919	1160	948	1157	1039	1424
POU4F1	0	0	0	0	0	4
POU4F2	0	0	0	0	0	0
POU4F3	1	0	3	0	1	0
LINC01547	198	319	268	305	344	288
LINC01546	1	1	0	1	0	0
LINC01545	8	8	5	0	4	11
FBF1	79	93	76	52	106	102
RASA4	11	17	26	8	19	27
LINC01549	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0
RASA1	889	900	920	984	1260	992
RASA2	830	690	711	833	880	1062
RASA3	684	626	513	708	777	732
ACTN3	0	0	2	2	6	1
ACTN2	0	0	0	0	0	0
ACTN1	9769	8757	8837	10502	10652	11240
ACTN4	17535	14964	15177	18875	18937	19452
EZR	14589	13980	14436	15422	14908	17879
PRR29-AS1	0	0	0	0	1	0
MIR4269	0	0	0	0	0	2
MIR4268	0	0	0	0	0	0
MIR4263	15	11	7	9	7	7
MIR4262	0	0	0	0	0	0
MIR4261	0	0	0	0	1	0
MIR4260	7339	7875	7919	8280	7931	10211
MIR4267	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0
MIR4264	0	0	0	0	0	0
N6AMT1	319	256	221	297	302	301
LOC101929241	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0
ABLIM1	4188	3821	3918	4719	5084	4981
ABLIM3	2220	2348	2083	2414	2753	2948
ABLIM2	225	299	280	355	332	430
MIR3130-1	0	0	0	0	0	0
LINC00632	1	10	0	1	0	0
LINC00633	0	0	0	0	0	0
LINC00630	136	80	103	163	165	157
LINC00636	0	0	0	3	0	1
LINC00637	0	0	1	0	0	0
LINC00634	7	12	5	10	5	4
LINC00635	0	1	0	1	5	0
LINC00638	6	17	10	25	23	8
LINC00639	21	13	10	43	31	21
BIVM-ERCC5	0	0	0	0	0	0
GSTZ1	835	1175	782	1003	1171	1048
RAB6A	4846	5012	5273	5352	5222	6283
RAB6B	105	93	100	95	72	131
RAB6C	3	0	1	0	1	0
LOC100506368	1	1	6	1	2	11
DLGAP4-AS1	2	4	1	5	7	4
DAOA	0	0	0	0	0	0
ERVV-1	0	0	0	0	1	0
ERVV-2	2	26	6	11	5	8
KRTAP5-AS1	0	0	0	0	0	1
GDI2	16152	16610	16134	17917	18104	19981
LOC105374428	0	0	0	0	0	0
GDI1	4032	4409	3932	4237	4411	4824
TTC30A	76	56	40	83	95	82
LOC105370333	192	201	173	187	215	228
TTC30B	31	72	55	80	110	64
TFAP4	679	745	559	943	934	875
SPDL1	4090	3704	4012	4485	4255	4655
CALM1	7142	7131	6989	7735	7478	8558
MIR7109	1487	1261	1257	1683	1562	1472
MIR7108	9640	9007	8577	11305	11793	11402
MIR7107	1467	1290	1198	1583	1857	1700
NAPEPLD	25	31	15	39	46	18
SPTA1	0	0	0	1	0	0
HGSNAT	385	376	362	481	569	597
CRYZL1	581	532	420	529	548	696
SERF2	2976	3806	3328	3409	3262	4477
OR4L1	0	0	0	0	0	0
NAV2-AS2	0	1	0	0	0	0
NAV2-AS4	0	0	0	0	0	0
NAV2-AS5	0	0	0	0	0	0
PGM5P4-AS1	0	0	0	0	1	0
NAT9	1376	1395	1281	1395	1316	1770
NAT8	0	0	0	0	0	0
NAT2	0	0	0	0	0	0
NAT1	41	34	48	37	20	50
NAT6	390	386	409	479	595	479
ADGRL4	6	1	0	7	13	2
ADGRL2	0	0	0	0	0	1
ADGRL3	0	0	0	0	0	0
ADGRL1	677	666	634	912	873	910
FAIM2	0	0	1	0	6	1
PARG	1435	1458	1499	1669	1735	1883
COX5A	7111	8257	7152	7205	7225	9314
COX5B	4977	5293	4984	5167	4944	6624
TMEM256	282	382	258	334	296	387
TMEM254	112	190	123	184	177	173
TMEM253	0	0	0	0	1	2
TMEM252	0	0	0	0	0	0
TMEM251	8	10	7	8	8	14
LOC401585	37	23	41	24	12	51
SIPA1L1	2790	2530	2559	3057	3218	3364
SIPA1L3	241	182	183	276	334	277
SIPA1L2	1705	1283	1653	2045	1923	2006
PPFIA4	112	126	105	131	313	116
ASAP1-IT2	2	0	0	4	1	0
SLC35F5	2036	2123	2046	2214	2419	2223
SLC35F4	0	0	0	0	0	0
SLC35F6	2076	2695	2225	2657	2986	2679
SLC35F1	0	0	0	0	0	0
SLC35F3	261	376	252	343	341	320
SLC35F2	4790	4388	4274	5092	5345	5532
SUPV3L1	3639	3563	3537	3756	3473	4317
LMAN1L	3	0	0	0	3	0
TSPAN18	0	0	0	1	1	0
TSPAN19	3	4	2	1	2	6
MPC2	765	812	730	804	839	905
MPC1	1044	1040	1030	1046	998	1277
TSPAN10	63	78	55	67	75	55
TSPAN11	14	8	2	2	9	0
TSPAN12	293	306	277	377	307	313
TSPAN13	311	232	300	363	306	351
TSPAN14	1118	1062	938	1255	1435	1327
TSPAN15	98	109	126	97	148	153
TSPAN16	0	0	0	1	1	0
TSPAN17	485	570	403	687	709	585
LOC101929109	0	0	0	0	0	0
LOC101059948	0	7	15	12	12	3
LOC101929106	1	0	0	0	0	0
EAF1	1382	1315	1291	1332	1643	1496
EAF2	31	65	55	55	52	81
FOXF1	345	355	380	363	535	378
FOXF2	1048	1121	934	1293	1356	1090
RBPJL	0	2	4	5	2	3
TMUB1	1483	1663	1418	1566	1500	1816
TMUB2	1387	1438	1371	1569	1457	1865
SCGB1C1	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0
KIAA1644	1274	936	1088	1542	1844	1179
SYNCRIP	10703	10446	11109	11542	12024	12940
LOC100240728	0	0	0	0	0	0
TBC1D7-LOC100130357	1143	1194	1164	1209	1078	1416
MMAA	45	36	41	46	82	57
MMAB	794	1010	804	922	884	978
TYR	0	0	0	0	0	0
ALG8	1146	1278	1288	1366	1204	1617
ALG9	183	213	179	253	307	214
ALG2	2519	2584	2718	2677	2689	3187
ALG3	3284	3625	3446	3755	3535	4176
ALG1	1046	1046	976	1076	1102	1134
ALG6	282	349	267	253	288	327
ALG5	1055	1335	992	1177	1291	1453
WIF1	0	0	0	1	0	0
PDXP	272	252	182	320	360	310
RNGTT	1280	1436	1397	1482	1501	1774
KIAA1324L	457	497	469	619	741	680
ERI3-IT1	2	2	1	1	6	1
INSL5	6	0	0	0	0	0
INSL4	3	2	1	4	1	12
INSL6	1	1	1	0	0	1
MAGEL2	0	0	0	0	0	0
INSL3	0	0	1	2	6	0
MIR4797	0	0	0	0	0	0
RTN1	4	0	0	0	0	0
MIR4794	0	0	0	0	0	0
RTN2	159	185	144	186	177	214
MIR5186	0	0	0	0	0	0
RDM1	20	10	1	1	10	17
CLUL1	3	1	8	1	0	0
PDX1	12	4	0	7	5	6
LOC101930094	0	0	0	0	0	0
LOC101927410	2	2	0	1	1	7
INMT	0	0	4	1	4	1
LOC101927419	0	0	0	0	0	0
LOC101927418	1	1	1	0	0	0
TMEM246-AS1	0	0	0	0	0	0
MIR4799	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0
FECH	1419	1891	1467	1528	1748	1905
ADAP1	47	55	53	53	71	70
ADAP2	13	24	24	11	19	27
KLHL10	0	2	0	3	4	2
KLHL11	582	541	494	782	818	683
KLHL12	659	694	563	753	942	812
KLHL13	220	214	157	207	191	174
KLHL14	0	0	0	0	0	0
KLHL15	3169	2390	2758	3162	2867	3775
KLHL17	375	447	331	466	434	442
KLHL18	1330	1235	1184	1609	1423	1575
DMRTB1	0	0	0	0	0	0
SNORA81	0	0	0	0	0	0
C7orf61	36	25	30	23	19	20
LOC107986927	85	44	46	81	50	87
GABPB2	318	408	348	456	510	364
IGIP	30	55	31	50	87	26
ZNF529-AS1	39	43	34	27	48	16
SLC16A12-AS1	0	0	0	0	0	0
LOC105369340	0	2	3	5	1	1
RTEL1-TNFRSF6B	66	70	89	83	81	111
SLN	0	0	0	0	0	6
SLK	4807	4783	4478	5432	5591	5477
SLA	2	1	0	1	0	5
PHYH	524	692	644	679	682	749
GFY	0	1	8	5	2	0
NOTCH4	1	0	0	1	0	10
PHGR1	0	0	0	0	0	0
MEAF6	1620	1759	1764	1667	1809	2043
AZIN1	10878	11604	11554	11619	11533	14004
NOTCH1	1144	1163	1085	1459	1696	1448
NOTCH2	5828	4807	5370	6760	7147	6831
NOTCH3	9	9	3	11	5	6
ZNF658	1	2	3	6	0	2
ZNF655	1606	1491	1512	1779	1798	1922
TCTEX1D2	11	17	11	11	6	10
TCTEX1D1	0	0	0	0	0	0
ZNF653	329	353	243	341	355	328
TCTEX1D4	14	10	15	9	16	26
MIR5692A2	0	0	0	0	0	0
MIR5692A1	0	0	0	0	0	0
N4BP2L1	33	29	16	13	7	21
RAPGEF5	0	0	0	0	0	0
RAPGEF6	477	444	415	473	509	629
N4BP2L2	2105	2145	2320	2239	2392	2630
RAPGEF1	2953	2787	2709	3654	3755	3542
RAPGEF2	3718	3124	3524	4312	4299	4269
RAPGEF3	176	129	165	226	187	209
ZNF384	1245	1063	1262	1543	1576	1391
ZNF383	232	232	199	252	269	271
ZNF382	14	0	5	4	4	10
POC1B	527	563	564	570	615	620
MIR4420	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0
SCHLAP1	0	0	0	0	1	0
SNRPD3	516	517	485	499	567	592
SNRPD2	5548	5705	5346	5564	5427	6661
SNRPD1	2582	2707	2453	2483	2512	3071
LOC101928775	0	0	2	0	3	1
NMBR	0	0	0	0	0	0
LINC01550	0	0	0	0	0	0
RBM26-AS1	32	44	60	37	33	66
PKP2	1390	1277	1500	1684	1696	1827
IFT43	360	425	406	321	398	474
IFT46	88	96	107	73	126	157
RFX6	0	0	0	0	0	2
NOP14-AS1	172	261	210	200	225	224
GLDN	0	0	0	0	0	0
GLDC	16	18	17	29	15	23
QPCT	0	8	1	0	7	2
ROS1	28	13	34	27	8	17
PC	5474	4617	5049	5768	5809	6229
LINC01834	0	0	0	0	0	0
LINC01833	0	0	0	0	0	0
LINC01832	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0
MKLN1-AS	315	288	267	295	300	330
DHRS12	38	44	38	82	39	58
DHRS13	190	219	140	198	160	243
LINC01838	0	0	0	0	0	0
MIR124-1	0	0	0	0	0	0
GPR89B	153	195	198	222	264	240
GPR89A	462	414	399	444	482	441
MAP1LC3B2	49	51	36	41	40	58
LGMN	2293	2470	2376	2537	2646	2890
MIR3591	0	0	0	0	0	0
CAPS2	6	9	15	11	8	33
PHF5A	1664	1813	1650	1713	1681	1994
EHMT1	1874	1711	1688	2203	2189	1978
